order_id,customer_id,order_date,total_amount,payment_method,order_status
913192,12718,2025-05-27,5146,Credit Card,Delivered
913193,13393,2024-03-03,11568,Debit Card,Delivered
913194,11063,2023-12-17,22439,UPI,Delivered
913195,14529,2024-07-08,906,UPI,Delivered
913196,12533,2023-03-20,9600,Credit Card,Cancelled
913197,11609,2024-05-15,4635,UPI,Delivered
913198,11082,2025-02-27,13660,Debit Card,Delivered
913199,12649,2024-01-14,17522,Net Banking,Delivered
913200,14751,2023-09-21,1421,Debit Card,Delivered
913201,12655,2023-11-01,14023,COD,Delivered
913202,10156,2024-05-02,20649,UPI,Delivered
913203,14297,2025-01-09,3641,UPI,Delivered
913204,13070,2023-05-05,18020,Debit Card,Returned
913205,11964,2024-09-09,1559,Credit Card,Cancelled
913206,14595,2025-01-11,23876,Debit Card,Delivered
913207,11235,2024-10-07,17328,Net Banking,Delivered
913208,11477,2023-03-22,10720,Credit Card,Delivered
913209,13756,2025-05-21,896,UPI,Returned
913210,10831,2024-09-12,6689,UPI,Delivered
913211,13729,2023-06-24,19494,Credit Card,Delivered
913212,11343,2024-11-06,4836,Credit Card,Delivered
913213,12165,2023-05-05,23453,Credit Card,Delivered
913214,12745,2023-12-14,17151,UPI,Delivered
913215,14299,2025-06-07,9456,UPI,Delivered
913216,11845,2024-01-02,10129,UPI,Delivered
913217,10462,2024-06-18,19470,UPI,Delivered
913218,12992,2024-02-19,11305,UPI,Delivered
913219,11579,2025-05-27,19492,Debit Card,Delivered
913220,10201,2025-04-22,22473,Debit Card,Delivered
913221,10516,2024-07-27,511,Debit Card,Delivered
913222,14840,2024-12-24,15695,Credit Card,Cancelled
913223,14971,2023-09-09,1069,UPI,Delivered
913224,12397,2024-08-30,24215,Debit Card,Delivered
913225,13232,2024-12-21,15750,Credit Card,Delivered
913226,13697,2024-07-22,14219,Net Banking,Delivered
913227,11276,2023-08-22,3558,COD,Delivered
913228,13294,2023-12-24,16943,Net Banking,Delivered
913229,11630,2023-11-22,2054,Net Banking,Delivered
913230,14019,2023-03-06,10889,COD,Delivered
913231,14490,2023-10-20,345,Credit Card,Delivered
913232,12017,2023-11-20,1176,COD,Delivered
913233,10167,2023-11-27,24838,Credit Card,Delivered
913234,10976,2024-06-12,3217,Net Banking,Delivered
913235,14548,2023-05-15,2255,COD,Delivered
913236,10860,2025-03-30,2574,Net Banking,Delivered
913237,13945,2024-02-23,8035,COD,Delivered
913238,10210,2023-05-10,2039,COD,Delivered
913239,14864,2024-07-02,22350,UPI,Delivered
913240,11609,2025-01-31,19874,Debit Card,Cancelled
913241,10214,2024-07-22,15613,Debit Card,Delivered
913242,13432,2023-12-23,13849,Net Banking,Delivered
913243,10973,2024-06-05,13712,Net Banking,Delivered
913244,13800,2024-04-04,17017,Net Banking,Delivered
913245,10304,2024-08-15,1830,UPI,Delivered
913246,11836,2024-08-24,855,UPI,Delivered
913247,10861,2024-09-23,21507,Net Banking,Delivered
913248,14048,2024-09-05,20717,UPI,Delivered
913249,11856,2024-05-09,17847,COD,Delivered
913250,13462,2024-06-22,6328,COD,Delivered
913251,12168,2023-09-18,13510,COD,Delivered
913252,11634,2024-07-26,9791,Debit Card,Delivered
913253,12475,2023-05-16,13211,COD,Delivered
913254,12378,2024-08-31,18704,Debit Card,Delivered
913255,11751,2024-10-22,7985,COD,Delivered
913256,12683,2023-08-15,6323,Net Banking,Delivered
913257,13412,2025-02-27,24128,Debit Card,Delivered
913258,14660,2025-03-29,3986,UPI,Delivered
913259,14276,2025-04-26,18624,Debit Card,Delivered
913260,14386,2023-08-16,21080,Credit Card,Delivered
913261,14283,2025-04-06,19755,Debit Card,Delivered
913262,10486,2025-01-30,7316,COD,Cancelled
913263,11361,2023-09-15,3799,COD,Delivered
913264,10773,2024-02-18,20937,COD,Delivered
913265,13778,2025-04-05,8117,UPI,Delivered
913266,11833,2023-08-08,9846,Net Banking,Cancelled
913267,11300,2023-08-24,6325,Debit Card,Delivered
913268,10182,2023-01-20,7876,UPI,Delivered
913269,11263,2024-02-28,6907,Credit Card,Cancelled
913270,13906,2024-02-17,8053,Debit Card,Delivered
913271,10146,2024-01-24,23706,COD,Delivered
913272,13943,2023-12-11,4409,UPI,Delivered
913273,11840,2024-10-11,3567,UPI,Delivered
913274,14595,2024-04-11,15315,Debit Card,Delivered
913275,10803,2023-07-08,23756,UPI,Delivered
913276,11999,2024-09-08,9727,UPI,Delivered
913277,13951,2024-01-03,14842,UPI,Delivered
913278,11319,2024-01-20,5554,Debit Card,Delivered
913279,14627,2023-04-08,4503,COD,Delivered
913280,13799,2023-09-27,6190,UPI,Delivered
913281,12259,2024-10-26,21410,UPI,Cancelled
913282,12941,2023-08-06,11270,Net Banking,Delivered
913283,14062,2023-01-21,12752,Credit Card,Delivered
913284,12053,2023-09-29,22981,Net Banking,Delivered
913285,13853,2024-12-14,21126,COD,Delivered
913286,10216,2023-06-09,17732,Net Banking,Delivered
913287,10786,2024-05-06,18643,Debit Card,Cancelled
913288,11636,2024-03-04,20382,Net Banking,Delivered
913289,12300,2024-07-29,8841,Debit Card,Cancelled
913290,13753,2024-08-18,22359,Net Banking,Delivered
913291,13110,2024-08-07,8191,Net Banking,Delivered
913292,14324,2024-07-25,18162,Credit Card,Delivered
913293,10285,2025-05-15,18504,Debit Card,Delivered
913294,13582,2024-10-20,15373,COD,Delivered
913295,12011,2023-02-16,9733,UPI,Delivered
913296,12414,2023-08-11,20614,COD,Delivered
913297,11644,2023-06-07,22049,Net Banking,Delivered
913298,11128,2023-02-16,14948,COD,Delivered
913299,13473,2025-03-11,9367,Net Banking,Delivered
913300,11270,2024-12-22,12212,Net Banking,Delivered
913301,13779,2024-06-16,14401,UPI,Delivered
913302,10644,2023-12-17,23287,Credit Card,Delivered
913303,12779,2023-11-15,16241,Credit Card,Delivered
913304,10026,2023-08-19,22470,UPI,Cancelled
913305,13323,2023-10-25,14891,COD,Delivered
913306,12046,2024-03-20,20385,Debit Card,Delivered
913307,13938,2023-04-15,12030,UPI,Delivered
913308,14808,2024-09-29,9311,Net Banking,Delivered
913309,11026,2025-06-01,4209,Credit Card,Delivered
913310,13831,2023-10-26,12508,Credit Card,Delivered
913311,11069,2023-03-09,8700,COD,Delivered
913312,10939,2024-06-21,2184,Debit Card,Delivered
913313,14099,2024-11-03,4802,UPI,Delivered
913314,11473,2024-09-11,18812,Net Banking,Delivered
913315,13648,2025-03-11,7797,Net Banking,Delivered
913316,12326,2025-03-27,8598,Debit Card,Delivered
913317,10176,2024-08-18,11187,COD,Delivered
913318,11144,2023-02-10,10977,Debit Card,Delivered
913319,13511,2023-07-19,20713,COD,Delivered
913320,14063,2024-07-01,1725,COD,Delivered
913321,10951,2025-05-12,4905,UPI,Delivered
913322,14437,2024-01-10,18813,UPI,Delivered
913323,12745,2024-02-10,15327,Net Banking,Delivered
913324,10121,2023-08-22,20740,Credit Card,Returned
913325,14671,2024-05-22,540,COD,Delivered
913326,11921,2023-08-30,18180,Net Banking,Delivered
913327,11685,2023-12-05,13897,Credit Card,Cancelled
913328,10969,2023-01-20,15503,Net Banking,Delivered
913329,13809,2025-05-04,16987,COD,Delivered
913330,14781,2024-10-25,21458,Credit Card,Delivered
913331,13316,2025-06-12,17595,Debit Card,Delivered
913332,14739,2023-06-20,5393,UPI,Cancelled
913333,11105,2023-08-04,6347,UPI,Delivered
913334,14390,2025-05-17,11464,Credit Card,Delivered
913335,12506,2025-04-20,19445,Credit Card,Delivered
913336,14843,2025-01-13,905,COD,Delivered
913337,13885,2023-01-16,1338,Credit Card,Delivered
913338,10733,2023-10-10,706,UPI,Delivered
913339,11582,2023-10-28,1371,COD,Delivered
913340,13680,2023-06-14,24514,Net Banking,Delivered
913341,13853,2025-02-19,20893,UPI,Delivered
913342,12428,2024-11-21,23282,Debit Card,Returned
913343,10324,2023-09-15,14504,COD,Delivered
913344,13700,2024-08-10,21305,Debit Card,Delivered
913345,12993,2024-09-08,22772,Credit Card,Delivered
913346,10362,2023-12-19,13409,Net Banking,Delivered
913347,12101,2023-03-28,21127,Credit Card,Delivered
913348,14498,2025-04-06,14806,UPI,Delivered
913349,14777,2024-06-09,18136,Net Banking,Delivered
913350,11893,2025-05-20,19137,UPI,Delivered
913351,12755,2025-03-08,22183,Net Banking,Delivered
913352,11473,2025-01-28,21864,Debit Card,Delivered
913353,11107,2025-05-27,6973,UPI,Delivered
913354,12427,2025-01-22,3287,UPI,Cancelled
913355,11804,2025-05-15,19473,Credit Card,Delivered
913356,12028,2023-01-09,12161,COD,Delivered
913357,10081,2024-04-07,500,UPI,Delivered
913358,12969,2024-06-19,8125,Net Banking,Delivered
913359,12542,2024-09-15,22884,Credit Card,Delivered
913360,13740,2023-10-24,14720,COD,Delivered
913361,12989,2023-08-05,3060,UPI,Delivered
913362,14837,2023-08-16,5525,Debit Card,Delivered
913363,10325,2023-02-01,5221,Credit Card,Delivered
913364,12362,2024-03-06,4013,Debit Card,Delivered
913365,11235,2025-02-27,22336,Net Banking,Delivered
913366,10103,2023-06-19,9430,Credit Card,Returned
913367,14913,2023-08-19,3416,Credit Card,Delivered
913368,10747,2023-03-11,3917,Credit Card,Returned
913369,14909,2023-04-21,21874,COD,Delivered
913370,13692,2023-03-30,9255,COD,Delivered
913371,13486,2023-01-02,19578,UPI,Delivered
913372,11248,2023-02-25,4919,Debit Card,Cancelled
913373,13065,2024-10-31,23974,UPI,Delivered
913374,11720,2023-09-28,5488,Debit Card,Delivered
913375,12203,2023-10-01,5266,UPI,Delivered
913376,13306,2024-06-27,9761,Credit Card,Delivered
913377,12537,2023-09-27,16642,Credit Card,Delivered
913378,13486,2023-07-09,24224,Debit Card,Delivered
913379,11790,2024-12-22,20877,Credit Card,Cancelled
913380,11765,2024-04-27,11332,UPI,Delivered
913381,13358,2023-11-04,22125,COD,Delivered
913382,14683,2023-01-22,15454,Net Banking,Delivered
913383,12998,2023-01-14,9165,UPI,Delivered
913384,10260,2024-04-30,4904,Debit Card,Delivered
913385,11919,2024-12-18,9433,Credit Card,Delivered
913386,11787,2024-06-29,17626,Net Banking,Delivered
913387,10100,2025-05-03,4771,Net Banking,Delivered
913388,13906,2024-04-08,4043,Credit Card,Returned
913389,12343,2024-07-21,6583,UPI,Cancelled
913390,13234,2025-01-21,4136,Credit Card,Delivered
913391,13250,2024-03-08,2728,COD,Delivered
913392,10328,2024-07-28,15038,Debit Card,Delivered
913393,11352,2024-02-04,11866,Credit Card,Delivered
913394,12812,2024-08-14,9681,UPI,Delivered
913395,12290,2024-07-05,13348,COD,Delivered
913396,11366,2025-03-16,11445,COD,Delivered
913397,13163,2023-10-06,10805,UPI,Cancelled
913398,13100,2025-02-06,3924,Debit Card,Cancelled
913399,14555,2023-04-20,15714,Net Banking,Delivered
913400,13703,2023-02-17,7691,COD,Cancelled
913401,11409,2025-01-13,24611,UPI,Delivered
913402,11511,2023-03-23,2209,COD,Delivered
913403,10220,2024-11-16,2974,Net Banking,Delivered
913404,14955,2024-09-16,3624,UPI,Delivered
913405,12169,2023-10-05,22517,COD,Delivered
913406,13187,2024-01-16,2902,UPI,Delivered
913407,13240,2023-11-06,22481,UPI,Delivered
913408,14531,2024-07-05,454,Net Banking,Delivered
913409,11270,2024-06-25,19358,UPI,Delivered
913410,14376,2025-02-05,12357,Debit Card,Cancelled
913411,13818,2023-08-28,12133,COD,Delivered
913412,10068,2023-07-02,10871,Credit Card,Cancelled
913413,11672,2023-07-03,21187,Debit Card,Cancelled
913414,10743,2024-07-07,1827,Debit Card,Delivered
913415,12013,2024-04-10,925,UPI,Delivered
913416,11706,2024-09-30,17369,Debit Card,Delivered
913417,11447,2024-03-12,9957,Debit Card,Delivered
913418,13070,2024-08-16,16648,Debit Card,Delivered
913419,10291,2023-08-21,21893,UPI,Delivered
913420,13680,2025-03-31,12728,Debit Card,Delivered
913421,13911,2024-12-04,17553,Credit Card,Delivered
913422,14652,2023-01-01,3377,Debit Card,Delivered
913423,10353,2024-05-19,1204,UPI,Delivered
913424,11264,2023-12-28,13951,UPI,Delivered
913425,11827,2024-12-19,2322,Net Banking,Delivered
913426,14379,2024-12-09,1542,Net Banking,Delivered
913427,11606,2023-10-10,11118,Credit Card,Cancelled
913428,13837,2024-06-12,3011,COD,Delivered
913429,13399,2025-04-10,1594,Net Banking,Delivered
913430,14552,2025-06-14,11277,Debit Card,Delivered
913431,13007,2023-06-18,12650,UPI,Delivered
913432,11005,2025-06-07,6237,Net Banking,Delivered
913433,12079,2023-07-05,9355,UPI,Delivered
913434,12496,2023-05-02,1856,Debit Card,Delivered
913435,12262,2024-03-16,18986,UPI,Delivered
913436,13765,2025-01-05,17420,UPI,Delivered
913437,11738,2024-09-30,14761,Net Banking,Delivered
913438,13097,2024-11-08,17462,UPI,Cancelled
913439,12445,2024-04-18,5825,Debit Card,Delivered
913440,10337,2023-05-02,22517,Credit Card,Delivered
913441,12984,2025-04-13,13207,UPI,Delivered
913442,10968,2025-01-01,7825,UPI,Delivered
913443,14999,2025-03-01,12675,Debit Card,Delivered
913444,10672,2024-10-21,5084,COD,Delivered
913445,11304,2023-10-19,8335,Debit Card,Delivered
913446,14865,2023-09-04,21420,Net Banking,Delivered
913447,12671,2023-07-07,24684,Net Banking,Delivered
913448,12607,2024-06-06,23274,Credit Card,Delivered
913449,11715,2023-10-11,7094,UPI,Delivered
913450,12596,2024-07-10,5032,Credit Card,Delivered
913451,12971,2023-05-04,821,Credit Card,Delivered
913452,13270,2025-06-08,5997,UPI,Delivered
913453,12602,2023-09-04,3147,UPI,Cancelled
913454,10479,2024-02-10,4411,Debit Card,Returned
913455,10844,2023-12-03,23078,Credit Card,Delivered
913456,11626,2023-06-08,13381,Credit Card,Delivered
913457,11881,2023-09-24,12947,Net Banking,Delivered
913458,13652,2023-10-19,8722,Credit Card,Cancelled
913459,12118,2024-08-12,24104,Debit Card,Delivered
913460,10505,2025-03-13,8419,COD,Delivered
913461,10110,2025-06-13,7049,Credit Card,Delivered
913462,11406,2023-05-31,11956,Debit Card,Delivered
913463,14493,2023-10-12,818,Debit Card,Delivered
913464,13481,2023-05-31,8975,COD,Cancelled
913465,10351,2023-05-04,10604,Debit Card,Delivered
913466,11558,2025-01-09,10758,Net Banking,Delivered
913467,13043,2023-09-29,4151,COD,Delivered
913468,12837,2025-05-20,13819,Net Banking,Returned
913469,13629,2023-12-06,7155,Credit Card,Delivered
913470,12042,2024-12-29,12356,Credit Card,Delivered
913471,10111,2024-10-20,5304,Debit Card,Delivered
913472,14305,2024-12-30,22228,Debit Card,Delivered
913473,11766,2024-08-30,9257,COD,Delivered
913474,11202,2024-03-22,16339,Credit Card,Delivered
913475,12979,2024-07-15,3660,UPI,Delivered
913476,12473,2024-04-01,13518,Debit Card,Delivered
913477,12376,2024-07-08,22736,COD,Returned
913478,10011,2024-06-14,7058,Debit Card,Cancelled
913479,14952,2023-04-23,1287,COD,Delivered
913480,12302,2025-06-07,8507,Credit Card,Delivered
913481,11590,2024-12-25,24179,Debit Card,Delivered
913482,11502,2024-06-13,15180,Debit Card,Delivered
913483,10129,2024-10-07,23776,UPI,Delivered
913484,13604,2025-03-13,10062,Credit Card,Delivered
913485,14196,2024-06-09,13713,COD,Delivered
913486,10290,2023-03-05,4727,UPI,Delivered
913487,11677,2024-01-28,378,COD,Cancelled
913488,11845,2024-11-05,18502,Debit Card,Delivered
913489,13636,2025-02-08,9536,Net Banking,Delivered
913490,12694,2024-05-13,15558,Debit Card,Delivered
913491,11828,2024-06-01,10103,Credit Card,Delivered
913492,14761,2023-12-21,731,COD,Delivered
913493,11371,2024-09-24,13636,UPI,Delivered
913494,14794,2023-06-02,14938,Debit Card,Delivered
913495,13823,2023-11-25,14429,COD,Delivered
913496,10183,2024-11-20,15724,UPI,Delivered
913497,10351,2024-04-23,21034,Debit Card,Delivered
913498,13587,2024-01-26,8763,Net Banking,Delivered
913499,11402,2024-07-28,14634,Net Banking,Cancelled
913500,12756,2024-02-16,15615,Debit Card,Cancelled
913501,14774,2023-09-15,4731,Credit Card,Delivered
913502,12850,2024-07-30,9249,Net Banking,Delivered
913503,14436,2025-05-18,4603,COD,Delivered
913504,13213,2024-05-21,8605,Credit Card,Delivered
913505,14207,2024-11-29,21835,Credit Card,Delivered
913506,13968,2025-01-08,5316,Debit Card,Delivered
913507,13928,2024-12-11,2262,COD,Delivered
913508,13430,2023-10-21,3365,COD,Delivered
913509,13489,2025-02-01,4248,UPI,Delivered
913510,11896,2024-04-21,7971,Net Banking,Cancelled
913511,12909,2025-04-09,7406,Net Banking,Delivered
913512,11412,2024-12-05,14988,Credit Card,Cancelled
913513,13383,2024-05-22,17612,Credit Card,Delivered
913514,11944,2023-04-29,5722,Debit Card,Delivered
913515,14000,2024-11-21,13729,COD,Delivered
913516,13119,2024-04-22,10574,Net Banking,Delivered
913517,10656,2024-07-17,3215,UPI,Delivered
913518,10350,2024-09-13,22071,Net Banking,Delivered
913519,13999,2025-01-05,14499,Net Banking,Delivered
913520,11144,2025-04-21,10583,Net Banking,Delivered
913521,10398,2024-09-01,9689,Credit Card,Delivered
913522,10646,2023-11-15,497,COD,Returned
913523,14509,2024-01-30,9348,COD,Delivered
913524,14133,2023-02-17,21081,Net Banking,Delivered
913525,12235,2024-09-04,21184,COD,Cancelled
913526,14516,2024-03-13,23549,Debit Card,Delivered
913527,12773,2024-04-19,16479,Credit Card,Delivered
913528,11484,2025-01-21,1145,Credit Card,Delivered
913529,12235,2024-08-08,6590,COD,Delivered
913530,11984,2024-07-03,18431,Net Banking,Delivered
913531,11963,2024-12-28,22191,Net Banking,Delivered
913532,10810,2023-05-16,5265,Net Banking,Delivered
913533,13197,2024-06-01,645,COD,Delivered
913534,14416,2025-01-28,16839,Net Banking,Delivered
913535,10514,2023-11-20,16247,COD,Delivered
913536,10334,2023-07-16,5861,UPI,Delivered
913537,12513,2023-04-21,24053,COD,Delivered
913538,14096,2025-03-10,21716,Debit Card,Delivered
913539,14820,2024-07-03,8633,Net Banking,Delivered
913540,10008,2023-04-25,16787,Net Banking,Delivered
913541,12004,2024-11-27,17922,Credit Card,Delivered
913542,14260,2024-12-24,12541,COD,Delivered
913543,14877,2024-05-02,24160,UPI,Delivered
913544,12129,2023-12-31,20887,Net Banking,Delivered
913545,11299,2024-04-28,3831,Credit Card,Delivered
913546,12947,2025-02-05,16469,COD,Delivered
913547,11845,2025-04-11,4175,Credit Card,Delivered
913548,13612,2023-11-06,24799,UPI,Delivered
913549,13066,2023-04-23,17936,COD,Delivered
913550,11103,2023-09-27,7379,Net Banking,Delivered
913551,10680,2023-11-16,13214,COD,Delivered
913552,14534,2023-06-24,7409,Net Banking,Delivered
913553,13370,2025-04-01,15337,Debit Card,Delivered
913554,14048,2023-01-19,22324,Net Banking,Delivered
913555,12824,2023-07-22,12182,Credit Card,Cancelled
913556,10010,2023-05-06,18446,UPI,Delivered
913557,14254,2024-04-11,9209,COD,Delivered
913558,12832,2023-09-11,12400,Debit Card,Delivered
913559,13948,2025-04-07,1728,Debit Card,Delivered
913560,14217,2025-02-05,20960,Debit Card,Cancelled
913561,12187,2025-03-10,24689,Credit Card,Delivered
913562,10674,2023-10-19,17324,Net Banking,Delivered
913563,12028,2023-06-01,2122,Debit Card,Delivered
913564,11457,2023-07-18,6104,UPI,Delivered
913565,10044,2023-07-18,19732,UPI,Delivered
913566,14912,2025-03-24,19911,COD,Returned
913567,14194,2024-11-17,18603,UPI,Delivered
913568,13610,2024-03-28,15761,Net Banking,Delivered
913569,11895,2025-02-20,14751,Net Banking,Delivered
913570,13782,2023-06-29,8962,Debit Card,Delivered
913571,12287,2023-08-06,22483,Net Banking,Delivered
913572,14571,2024-09-21,20783,Net Banking,Delivered
913573,12572,2025-03-28,6437,Debit Card,Delivered
913574,11416,2025-04-12,6641,COD,Delivered
913575,10009,2025-04-24,10743,Net Banking,Delivered
913576,11863,2023-11-16,7863,Net Banking,Delivered
913577,11234,2023-01-23,9893,Credit Card,Delivered
913578,13126,2024-09-28,13170,COD,Delivered
913579,14712,2023-03-25,13191,Debit Card,Cancelled
913580,12458,2024-12-11,10212,Credit Card,Delivered
913581,10010,2023-11-22,15203,Credit Card,Delivered
913582,13005,2024-11-29,878,COD,Delivered
913583,14648,2023-11-25,5304,Net Banking,Cancelled
913584,14976,2024-08-26,10975,Debit Card,Delivered
913585,10268,2023-11-26,2900,COD,Delivered
913586,13862,2024-11-24,14582,Credit Card,Delivered
913587,12715,2025-01-08,9234,UPI,Delivered
913588,14547,2024-12-11,22466,Debit Card,Delivered
913589,12642,2024-04-17,4570,UPI,Delivered
913590,13807,2024-04-22,12396,Net Banking,Returned
913591,11392,2023-08-23,16397,COD,Cancelled
913592,11083,2024-07-09,13514,Net Banking,Delivered
913593,10294,2024-08-10,2330,COD,Delivered
913594,14080,2024-10-14,6159,Credit Card,Delivered
913595,12836,2024-11-24,19791,Net Banking,Delivered
913596,14965,2023-04-29,7481,UPI,Delivered
913597,14206,2023-02-09,13515,Credit Card,Delivered
913598,12155,2023-09-17,18912,COD,Delivered
913599,12345,2025-01-25,14023,Credit Card,Delivered
913600,13924,2024-10-02,19948,UPI,Delivered
913601,11855,2023-01-06,12890,Debit Card,Cancelled
913602,13869,2023-11-07,18418,COD,Delivered
913603,13791,2023-03-07,5243,Debit Card,Delivered
913604,13033,2024-01-09,14881,Credit Card,Cancelled
913605,10845,2024-12-31,21707,Net Banking,Delivered
913606,11708,2023-05-26,10947,COD,Delivered
913607,12008,2023-08-22,20793,Credit Card,Delivered
913608,11274,2023-01-29,9946,COD,Cancelled
913609,14435,2025-03-31,2426,UPI,Delivered
913610,12105,2024-11-03,20639,Credit Card,Returned
913611,12968,2024-10-04,8492,Net Banking,Delivered
913612,14243,2024-10-21,5383,COD,Delivered
913613,14842,2025-06-18,23614,Net Banking,Delivered
913614,11213,2024-08-16,16548,Net Banking,Delivered
913615,12296,2024-04-14,6909,UPI,Delivered
913616,12198,2023-12-27,7978,Debit Card,Delivered
913617,14810,2025-05-03,11034,Credit Card,Cancelled
913618,13285,2024-08-17,10360,Debit Card,Delivered
913619,12265,2024-08-07,11678,Debit Card,Delivered
913620,11611,2023-12-21,14058,UPI,Delivered
913621,11419,2024-12-26,17391,Net Banking,Delivered
913622,11787,2023-01-26,13917,Net Banking,Cancelled
913623,14400,2023-10-17,11887,Credit Card,Delivered
913624,13483,2023-03-12,19515,UPI,Delivered
913625,11878,2025-05-11,14569,COD,Delivered
913626,12908,2024-11-19,3961,Net Banking,Delivered
913627,10380,2023-03-30,11875,Credit Card,Delivered
913628,13301,2023-06-26,4409,COD,Delivered
913629,10694,2023-01-27,10648,Debit Card,Delivered
913630,13577,2023-10-16,12401,UPI,Delivered
913631,14146,2025-04-19,2390,COD,Delivered
913632,11448,2025-03-27,11364,Net Banking,Delivered
913633,12391,2024-07-28,13062,Credit Card,Returned
913634,11756,2024-06-14,1398,Credit Card,Delivered
913635,13085,2024-04-28,2250,UPI,Delivered
913636,11880,2024-03-09,3678,Debit Card,Delivered
913637,12810,2024-05-07,20508,Net Banking,Returned
913638,10848,2023-10-05,11044,Debit Card,Delivered
913639,12972,2023-12-12,19566,UPI,Delivered
913640,14062,2024-08-01,6523,UPI,Delivered
913641,11196,2023-08-26,14295,Debit Card,Delivered
913642,11513,2023-05-17,2310,COD,Delivered
913643,13903,2023-06-12,793,COD,Cancelled
913644,13321,2025-04-18,24797,UPI,Delivered
913645,12458,2025-04-26,18535,COD,Delivered
913646,13463,2025-06-18,5678,COD,Delivered
913647,13451,2023-10-20,23331,Credit Card,Delivered
913648,10227,2023-01-28,24179,Debit Card,Delivered
913649,11808,2023-09-13,15261,Credit Card,Delivered
913650,14309,2025-03-13,5243,Credit Card,Delivered
913651,10419,2024-09-15,10650,UPI,Cancelled
913652,11876,2025-01-21,14433,UPI,Delivered
913653,13156,2025-01-24,21320,UPI,Delivered
913654,10919,2024-10-26,10786,Credit Card,Delivered
913655,14873,2023-09-22,24072,Net Banking,Delivered
913656,14055,2024-07-17,23434,Credit Card,Delivered
913657,13819,2024-04-25,21525,Credit Card,Delivered
913658,14272,2024-02-05,14091,Credit Card,Delivered
913659,12632,2024-04-04,13635,COD,Delivered
913660,13675,2025-02-15,6091,COD,Delivered
913661,11346,2024-07-19,13963,UPI,Delivered
913662,14631,2023-05-13,11394,Credit Card,Delivered
913663,11830,2023-07-10,2700,Credit Card,Delivered
913664,11664,2023-05-04,24201,UPI,Delivered
913665,14420,2024-03-06,24969,Debit Card,Cancelled
913666,10085,2023-08-06,3698,Net Banking,Cancelled
913667,13813,2025-05-26,20694,Net Banking,Delivered
913668,10887,2024-02-07,20832,Debit Card,Returned
913669,13340,2023-11-18,12957,UPI,Delivered
913670,14208,2023-10-28,4268,Debit Card,Delivered
913671,12676,2023-03-12,15753,Net Banking,Delivered
913672,12798,2023-08-02,11149,Debit Card,Delivered
913673,14148,2025-05-23,2977,Credit Card,Delivered
913674,12132,2024-06-28,19089,COD,Delivered
913675,13695,2024-01-09,10600,Credit Card,Delivered
913676,12760,2023-12-02,24330,Net Banking,Delivered
913677,12779,2023-06-20,17959,COD,Delivered
913678,10741,2023-12-10,13347,COD,Delivered
913679,12877,2024-03-31,13363,Debit Card,Returned
913680,14521,2025-05-11,7615,Credit Card,Cancelled
913681,11712,2024-02-14,9561,Debit Card,Cancelled
913682,10056,2023-10-28,1441,Net Banking,Delivered
913683,13363,2024-05-10,1866,COD,Delivered
913684,12860,2023-10-18,7680,Debit Card,Delivered
913685,10807,2025-01-18,6597,COD,Delivered
913686,13057,2025-04-28,24298,Credit Card,Delivered
913687,14751,2024-03-12,9407,Net Banking,Delivered
913688,11007,2023-04-12,22116,Credit Card,Delivered
913689,14104,2023-01-10,4836,Debit Card,Delivered
913690,11782,2023-02-10,21957,Debit Card,Delivered
913691,10990,2024-01-05,4156,UPI,Delivered
913692,13934,2023-05-06,3204,Credit Card,Delivered
913693,13165,2025-02-23,6288,Net Banking,Cancelled
913694,13370,2024-01-18,22982,COD,Delivered
913695,12079,2023-11-23,5956,UPI,Delivered
913696,10378,2024-03-25,10293,Net Banking,Returned
913697,12378,2024-06-06,20477,Credit Card,Delivered
913698,10282,2025-04-10,1960,COD,Delivered
913699,14735,2024-12-07,8152,Net Banking,Returned
913700,12920,2024-06-15,14012,UPI,Delivered
913701,14165,2023-09-30,6393,COD,Delivered
913702,13595,2024-05-16,23141,Credit Card,Delivered
913703,11839,2025-01-16,18302,COD,Delivered
913704,14433,2024-05-01,17277,Credit Card,Delivered
913705,12893,2023-08-15,2370,Debit Card,Delivered
913706,10215,2023-08-15,947,Debit Card,Delivered
913707,14731,2025-05-15,1629,Credit Card,Delivered
913708,14519,2023-12-07,18107,Net Banking,Delivered
913709,12121,2023-09-29,15236,UPI,Delivered
913710,13794,2025-03-01,22614,Debit Card,Delivered
913711,12871,2024-01-30,7325,Net Banking,Cancelled
913712,10786,2023-05-04,1534,COD,Delivered
913713,10938,2023-07-14,22361,Debit Card,Delivered
913714,11690,2024-08-05,18140,Net Banking,Delivered
913715,13712,2025-01-13,5779,UPI,Delivered
913716,11257,2023-06-22,3130,COD,Delivered
913717,13113,2023-07-22,9564,Debit Card,Delivered
913718,14535,2023-02-02,20416,Debit Card,Delivered
913719,11338,2023-07-30,8054,UPI,Delivered
913720,10270,2025-03-23,24072,Credit Card,Delivered
913721,11491,2024-11-24,7179,Debit Card,Delivered
913722,12122,2025-01-22,7473,Credit Card,Delivered
913723,11681,2023-02-20,17762,UPI,Cancelled
913724,14770,2025-06-01,13438,UPI,Delivered
913725,13854,2025-06-10,14587,Net Banking,Delivered
913726,10410,2025-05-04,23866,Debit Card,Delivered
913727,11442,2024-02-11,4918,COD,Delivered
